_id,Product Collection,Code Name,Vertical Segment,Processor Number,Status,Launch Date,Lithography,Included Items,# of Cores,# of Threads,Processor Base Frequency,Max Turbo Frequency,Cache,Intel® Turbo Boost Max Technology 3_0 Frequency ‡,TDP,Embedded Options Available,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported   ‡,Scalability,PCI Express Revision,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,Thermal Solution Specification,TJUNCTION,Intel® Deep Learning Boost (Intel® DL Boost),Intel® Optane™ Memory Supported ‡,Intel® Turbo Boost Max Technology 3_0 ‡,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® 64 ‡,Instruction Set Extensions,# of AVX-512 FMA Units,Enhanced Intel SpeedStep® Technology,Intel® AES New Instructions,Execute Disable Bit ‡,Bus Speed,# of QPI Links,Product Brief,Instruction Set,PCI Express Configurations ‡,Intel® vPro™ Platform Eligibility ‡,Intel® VT-x with Extended Page Tables (EPT) ‡,Idle States,Intel® Smart Response Technology,Intel® Trusted Execution Technology ‡,Max Memory Bandwidth,TCASE,Package Size,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Identity Protection Technology ‡,Processor Graphics ‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Video Max Memory,Graphics Output,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video HD Technology,# of Displays Supported ‡,Intel® TSX-NI,Secure Key,Anti-Theft Technology,Low Halogen Options Available,VID Voltage Range,Description,Intel® My WiFi Technology,4G WiMAX Wireless Technology,Intel® Fast Memory Access,Intel® Flex Memory Access,Configurable TDP-up Frequency,Configurable TDP-up,Configurable TDP-down Frequency,Configurable TDP-down,4K Support,Max Resolution (HDMI 1_4)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,Device ID,Intel® Speed Shift Technology,Intel® Thermal Velocity Boost,Intel® Stable Image Platform Program (SIPP),Intel® Software Guard Extensions (Intel® SGX),Intel® OS Guard,Intel® Boot Guard,Execution Units,Intel® Clear Video Technology,Intel® Memory Protection Extensions (Intel® MPX),Max Resolution (VGA)‡,Use Conditions,eDRAM,Graphics Name‡,Compute Units,Graphics Memory Bandwidth,Graphics Memory Interface,Max Resolution (HDMI)‡,Vulkan*  Support,H_264 Hardware Encode/Decode,H_265 (HEVC) Hardware Encode/Decode,# of Displays Supported‡,Graphics Burst Frequency,Secure Boot,Intel® Virtualization Technology for Itanium (VT-i),Scenario Design Power (SDP),Additional Information URL,Expected Discontinuance,PCI Support,# of USB Ports,USB Revision,Total # of SATA Ports,Integrated LAN,Integrated IDE,General Purpose IO,UART,Max # of SATA 6_0 Gb/s Ports,Intel® ME Firmware Version,Intel® HD Audio Technology,Intel® Rapid Storage Technology,Intel® Smart Connect Technology,Intel® Matrix Storage Technology,Macrovision* License Required,Physical Address Extensions,Processing Die Size,# of Processing Die Transistors,FSB Parity
5dacb89e478bae28f922798a,Intel® Core™ X-series Processors,Products formerly Sandy Bridge E,Desktop,i7-3960X,Discontinued,Q4'11,32 nm,Please note: The boxed product does not include a fan or heat sink,6,12,3.30 GHz,3.90 GHz,15 MB SmartCache,,130 W,No,View now,64 GB,DDR3 1066/1333/1600,4,No,,2.0,40,FCLGA2011,1,,,,,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.2, Intel® AVX",,Yes,Yes,Yes,5 GT/s DMI2,,,64-bit,,No,Yes,Yes,Yes,No,51.2 GB/s,66.8°C,52.5mm x 45.0mm,No,Yes,Yes,,,,,,,,,,,,,,,0.6V-1.35V,This product includes VT-d support only on the C2 stepping. Stepping information can be viewed via the menu on the left.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacb8a0478bae28f922798b,Intel® Core™ X-series Processors,Products formerly Ivy Bridge,Mobile,i7-3940XM,Launched,Q3'12,22 nm,,4,8,3.00 GHz,3.90 GHz,8 MB SmartCache,,55 W,No,View now,32 GB,DDR3/L/-RS 1333/1600,2,No,,3.0,16,FCPGA988,1,,105 C,,,,2.0,Yes,Yes,Yes,Yes,Intel® AVX,,Yes,Yes,Yes,5 GT/s DMI,,,64-bit,"1x16, 2x8, 1x8 2x4",Yes,Yes,Yes,,Yes,25.6 GB/s,,37.5 x 37.5mm (rPGA988B),No,Yes,Yes,Intel® HD Graphics 4000,650 MHz,1.35 GHz,,eDP/DP/HDMI/SDVO/CRT,Yes,Yes,Yes,Yes,3,,,Yes,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacb8a2478bae28f922798c,Intel® Core™ X-series Processors,Products formerly Sandy Bridge E,Desktop,i7-3930K,Discontinued,Q4'11,32 nm,Please note: The boxed product does not include a fan or heat sink,6,12,3.20 GHz,3.80 GHz,12 MB SmartCache,,130 W,No,View now,64.23 GB,DDR3 1066/1333/1600,4,No,,2.0,40,FCLGA2011,1,,,,,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.2, Intel® AVX",,Yes,Yes,Yes,5 GT/s DMI2,,,64-bit,,No,Yes,Yes,Yes,No,51.2 GB/s,66.8°C,52.5mm x 45.0mm,No,Yes,Yes,,,,,,,,,,,,,,,0.600-1.350V,This product includes VT-d support only on the C2 stepping. Stepping information can be viewed via the menu on the left.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacb8a4478bae28f922798d,Intel® Core™ X-series Processors,Products formerly Ivy Bridge,Mobile,i7-3920XM,Launched,Q2'12,22 nm,,4,8,2.90 GHz,3.80 GHz,8 MB SmartCache,,55 W,No,View now,32 GB,DDR3/L/-RS 1333/1600,2,No,,3.0,16,FCPGA988,1,,105 C,,,,2.0,Yes,Yes,Yes,Yes,Intel® AVX,,Yes,Yes,Yes,5 GT/s DMI,,,64-bit,"1x16, 2x8, 1x8 2x4",Yes,Yes,Yes,,Yes,25.6 GB/s,,37.5 x 37.5mm (rPGA988B),No,Yes,Yes,Intel® HD Graphics 4000,650 MHz,1.30 GHz,,eDP/DP/HDMI/SDVO/CRT,Yes,Yes,Yes,Yes,3,,,Yes,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacb8a6478bae28f922798e,Intel® Core™ X-series Processors,Products formerly Sandy Bridge E,Desktop,i7-3820,Discontinued,Q1'12,32 nm,,4,8,3.60 GHz,3.80 GHz,10 MB SmartCache,,130 W,No,View now,64.23 GB,DDR3 1066/1333/1600,4,No,,2.0,40,FCLGA2011,1,,,,,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.2, Intel® AVX",,Yes,Yes,Yes,5 GT/s DMI2,,,64-bit,,No,Yes,Yes,Yes,No,51.2 GB/s,66.8°C,52.5mm x 45.0mm,No,Yes,Yes,,,,,,,,,,,,,,,0.600V – 1.350V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacb8a9478bae28f922798f,10th Generation Intel® Core™ i7 Processors,Products formerly Ice Lake,Mobile,i7-1065G7,Launched,Q3'19,10 nm,,4,8,1.30 GHz,3.90 GHz,8 MB Intel® Smart Cache,,15 W,No,,64 GB,"DDR4-3200, LPDDR4-3733",2,No,,3.0,,FCBGA1526,1,,100°C,Yes,Yes,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",,,Yes,Yes,4 GT/s,,,64-bit,,No,Yes,Yes,,No,,,50mm x 25mm,,Yes,,Intel® Iris® Plus Graphics,300 MHz,1.10 GHz,,eDP/DP/HDMI,Yes,,,,3,No,Yes,,,,,,,,,1.50 GHz,25 W,1.00 GHz,12 W,"Yes, at 120Hz",4096 x 2304,5120 x 3200,5120 x 3200,12,4.5,0x8A52,Yes,No,No,Yes with Intel® ME,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacb8ab478bae28f9227990,10th Generation Intel® Core™ i7 Processors,Products formerly Ice Lake,Mobile,i7-1060G7,Announced,Q3'19,10 nm,,4,8,1.00 GHz,3.80 GHz,8 MB Intel® Smart Cache,,9 W,No,,32 GB,LPDDR4-3733,2,No,,3.0,,,1,,100°C,Yes,Yes,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",,,Yes,Yes,4 GT/s,,,64-bit,,No,Yes,Yes,,Yes,58.3 GB/s,,26.5 mm x 18.5 mm,,Yes,,Intel® Iris® Plus Graphics,300 MHz,1.10 GHz,,eDP/DP/HDMI,Yes,,,,3,No,Yes,,,,,,,,,1.30 GHz,12 W,,,"Yes, at 120Hz",4096 x 2304,5120 x 3200,5120 x 3200,12,4.5,0x8A51,Yes,No,No,Yes with Intel® ME,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacb8ad478bae28f9227991,10th Generation Intel® Core™ i7 Processors,Products formerly Comet Lake,Mobile,i7-10710U,Launched,Q3'19,14 nm,,6,12,1.10 GHz,4.70 GHz,12 MB Intel® Smart Cache,,15 W,No,,64 GB,DDR4-2666; LPDDR3-2133,2,No,,3.0,16,FCBGA1528,1,,100°C,,Yes,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,4 GT/s OPI,,,64-bit,"1x4, 2x2, 1x2+2x1 and 4x1",No,Yes,Yes,,No,41.66 GB/s,,26mm x 24mm,,Yes,Yes,Intel® UHD Graphics,300 MHz,1.15 GHz,32 GB,eDP/DP/HDMI/DVI,Yes,,,Yes,3,No,Yes,,,,,Yes,,,Yes,1.60 GHz,25 W,800 MHz,12.5 W,"Yes, at 60Hz",4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,0x9BCA,Yes,No,No,Yes with Intel® ME,Yes,Yes,24,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacb8af478bae28f9227992,10th Generation Intel® Core™ i7 Processors,Products formerly Comet Lake,Mobile,i7-10510U,Launched,Q3'19,14 nm,,4,8,1.80 GHz,4.90 GHz,8 MB Intel® Smart Cache,,15 W,No,,64 GB,"DDR4-2666, LPDDR3-2133",2,No,,3.0,16,FCBGA1528,1,,100°C,,Yes,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,4 GT/s OPI,,,64-bit,"1x4, 2x2, 1x2+2x1 and 4x1",No,Yes,Yes,,No,41.66 GB/s,,26mm x 24mm,,Yes,Yes,Intel® UHD Graphics,300 MHz,1.15 GHz,32 GB,eDP/DP/HDMI/DVI,Yes,,,Yes,3,No,Yes,,,,,Yes,,,Yes,2.30 GHz,25 W,800 MHz,10 W,"Yes, at 60Hz",4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,0x9B41,Yes,Yes,No,Yes with Intel® ME,Yes,Yes,24,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacb8b1478bae28f9227993,10th Generation Intel® Core™ i7 Processors,Products formerly Amber Lake Y,Mobile,i7-10510Y,Launched,Q3'19,14 nm,,4,8,1.20 GHz,4.50 GHz,8 MB Intel® Smart Cache,,7 W,No,,16 GB,"LPDDR3-2133, DDR3L-1600",2,No,,3.0,10,UTFCBGA1377,1,,100,,,,2.0,Yes,Yes,Yes,Yes,Intel® SSE4.1,,Yes,Yes,Yes,4 GT/s,,,64-bit,"1x4, 2x2, 1x2+2x1 and 4x1",Yes,Yes,Yes,,Yes,33.33 GB/s,,26.5mm x 18.5mm,,Yes,Yes,Intel® UHD Graphics,300 MHz,1.15 GHz,16 GB,eDP/DP/HDMI/DVI,Yes,,,Yes,3,No,Yes,,,,,Yes,,,Yes,1.50 GHz,9 W,400 MHz,4.5 W,"Yes, at 60Hz",4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,12,4.5,0x87CA,Yes,No,Yes,Yes with Intel® ME,Yes,Yes,24,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacb8b5478bae28f9227994,10th Generation Intel® Core™ i5 Processors,Products formerly Ice Lake,Mobile,i5-1035G7,Launched,Q3'19,10 nm,,4,8,1.20 GHz,3.70 GHz,6 MB Intel® Smart Cache,,15 W,No,,64 GB,"DDR4-3200, LPDDR4-3733",2,No,,3.0,,FCBGA1526,1,,100°C,Yes,Yes,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",,,Yes,Yes,4 GT/s,,,64-bit,,No,Yes,Yes,,No,,,50mm x 25mm,,Yes,,Intel® Iris® Plus Graphics,300 MHz,1.05 GHz,,eDP/DP/HDMI,Yes,,,,3,No,Yes,,,,,,,,,1.50 GHz,25 W,800 MHz,12 W,"Yes, at 120Hz",4096 x 2304,5120 x 3200,5120 x 3200,12,4.5,0x8A52,Yes,No,No,Yes with Intel® ME,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacb8b7478bae28f9227995,10th Generation Intel® Core™ i5 Processors,Products formerly Ice Lake,Mobile,i5-1030G7,Announced,Q3'19,10 nm,,4,8,800 MHz,3.50 GHz,6 MB Intel® Smart Cache,,9 W,No,,32 GB,LPDDR4-3733,2,No,,3.0,,,1,,100°C,Yes,Yes,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",,,Yes,Yes,4 GT/s,,,64-bit,,No,Yes,Yes,,Yes,58.3 GB/s,,26.5 mm x 18.5 mm,,Yes,,Intel® Iris® Plus Graphics,300 MHz,1.05 GHz,,eDP/DP/HDMI,Yes,,,,3,No,Yes,,,,,,,,,1.10 GHz,12 W,,,"Yes, at 120Hz",4096 x 2304,5120 x 3200,5120 x 3200,12,4.5,0x8A51,Yes,No,No,Yes with Intel® ME,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacb8b8478bae28f9227996,10th Generation Intel® Core™ i5 Processors,Products formerly Ice Lake,Mobile,i5-1035G4,Launched,Q3'19,10 nm,,4,8,1.10 GHz,3.70 GHz,6 MB Intel® Smart Cache,,15 W,No,,64 GB,"DDR4-3200, LPDDR4-3733",2,No,,3.0,,FCBGA1526,1,,100°C,Yes,Yes,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",,,Yes,Yes,4 GT/s,,,64-bit,,No,Yes,Yes,,No,,,50mm x 25mm,,Yes,,Intel® Iris® Plus Graphics,300 MHz,1.05 GHz,,eDP/DP/HDMI,Yes,,,,3,No,Yes,,,,,,,,,1.50 GHz,25 W,800 MHz,12 W,"Yes, at 120Hz",4096 x 2304,5120 x 3200,5120 x 3200,12,4.5,0x8A5A,Yes,No,No,Yes with Intel® ME,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacb8ba478bae28f9227997,10th Generation Intel® Core™ i5 Processors,Products formerly Ice Lake,Mobile,i5-1030G4,Announced,Q3'19,10 nm,,4,8,700 MHz,3.50 GHz,6 MB Intel® Smart Cache,,9 W,No,,32 GB,LPDDR4-3733,2,No,,3.0,,,1,,100°C,Yes,Yes,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",,,Yes,Yes,4 GT/s,,,64-bit,,No,Yes,Yes,,Yes,58.3 GB/s,,26.5 mm x 18.5 mm,,Yes,,Intel® Iris® Plus Graphics,300 MHz,1.05 GHz,,eDP/DP/HDMI,Yes,,,,3,No,Yes,,,,,,,,,1.00 GHz,12 W,,,"Yes, at 120Hz",4096 x 2304,5120 x 3200,5120 x 3200,12,4.5,0x8A5C,Yes,No,No,Yes with Intel® ME,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacb8bc478bae28f9227998,10th Generation Intel® Core™ i5 Processors,Products formerly Ice Lake,Mobile,i5-1035G1,Launched,Q3'19,10 nm,,4,8,1.00 GHz,3.60 GHz,6 MB Intel® Smart Cache,,15 W,No,,64 GB,"DDR4-3200, LPDDR4-3733",2,No,,3.0,,FCBGA1526,1,,100°C,Yes,Yes,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",,,Yes,Yes,4 GT/s,,,64-bit,,No,Yes,Yes,,No,,,50mm x 25mm,,Yes,,Intel® UHD Graphics,300 MHz,1.05 GHz,,eDP/DP/HDMI,Yes,,,,3,No,Yes,,,,,,,,,1.20 GHz,25 W,700 MHz,13 W,"Yes, at 120Hz",4096 x 2304,5120 x 3200,5120 x 3200,12,4.5,0x8A56,Yes,No,No,Yes with Intel® ME,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacb8be478bae28f9227999,10th Generation Intel® Core™ i5 Processors,Products formerly Comet Lake,Mobile,i5-10210U,Launched,Q3'19,14 nm,,4,8,1.60 GHz,4.20 GHz,6 MB Intel® Smart Cache,,15 W,No,,64 GB,"DDR4-2666, LPDDR3-2133",2,No,,3.0,16,FCBGA1528,1,,100°C,,Yes,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,4 GT/s,,,64-bit,"1x4, 2x2, 1x2+2x1 and 4x1",No,Yes,Yes,,No,41.66 GB/s,,26mm x 24mm,,Yes,Yes,Intel® UHD Graphics,300 MHz,1.10 GHz,32 GB,eDP/DP/HDMI/DVI,Yes,,,Yes,3,No,Yes,,,,,Yes,,,Yes,2.10 GHz,25 W,800 MHz,10 W,"Yes, at 60Hz",4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,0x9B41,Yes,Yes,No,Yes with Intel® ME,Yes,Yes,24,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacb8c0478bae28f922799a,10th Generation Intel® Core™ i5 Processors,Products formerly Amber Lake Y,Mobile,i5-10310Y,Launched,Q3'19,14 nm,,4,8,1.10 GHz,4.10 GHz,6 MB Intel® Smart Cache,,7 W,No,,16 GB,"LPDDR3-2133, DDR3L-1600",2,No,,3.0,10,UTFCBGA1377,1,,100,,,,2.0,Yes,Yes,Yes,Yes,Intel® SSE4.1,,Yes,Yes,Yes,4 GT/s,,,64-bit,"1x4, 2x2, 1x2+2x1 and 4x1",Yes,Yes,Yes,,Yes,33.33 GB/s,,26.5mm x 18.5mm,,Yes,Yes,Intel® UHD Graphics,300 MHz,1.05 GHz,16 GB,eDP/DP/HDMI/DVI,Yes,,,Yes,3,No,Yes,,,,,Yes,,,Yes,1.40 GHz,9 W,800 MHz,5.5 W,"Yes, at 60Hz",4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,12,4.5,0x87CA,Yes,No,Yes,Yes with Intel® ME,Yes,Yes,24,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacb8c2478bae28f922799b,10th Generation Intel® Core™ i5 Processors,Products formerly Amber Lake Y,Mobile,i5-10210Y,Launched,Q3'19,14 nm,,4,8,1.00 GHz,4.00 GHz,6 MB Intel® Smart Cache,,7 W,No,,16 GB,"LPDDR3-2133, DDR3L-1600",2,No,,3.0,10,UTFCBGA1377,1,,100,,,,2.0,Yes,Yes,Yes,Yes,Intel® SSE4.1,,Yes,Yes,Yes,4 GT/s,,,64-bit,"1x4, 2x2, 1x2+2x1 and 4x1",No,Yes,Yes,,No,33.33 GB/s,,26.5mm x 18.5mm,,Yes,Yes,Intel® UHD Graphics,300 MHz,1.05 GHz,16 GB,eDP/DP/HDMI/DVI,Yes,,,Yes,3,No,Yes,,,,,Yes,,,Yes,1.30 GHz,9 W,600 MHz,5.5 W,"Yes, at 60Hz",4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,12,4.5,0x87CA,Yes,No,No,Yes with Intel® ME,Yes,Yes,24,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacb8c6478bae28f922799c,10th Generation Intel® Core™ i3 Processors,Products formerly Ice Lake,Mobile,i3-1000G4,Announced,Q3'19,10 nm,,2,4,1.10 GHz,3.20 GHz,4 MB Intel® Smart Cache,,9 W,No,,32 GB,LPDDR4-3733,2,No,,3.0,,,1,,100°C,Yes,Yes,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",,,Yes,Yes,4 GT/s,,,64-bit,,No,Yes,Yes,,No,58.3 GB/s,,26.5 mm x 18.5 mm,,Yes,,Intel® Iris® Plus Graphics,300 MHz,900 MHz,,eDP/DP/HDMI,Yes,,,,3,No,Yes,,,,,,,,,,,800 MHz,8 W,"Yes, at 120Hz",4096 x 2304,5120 x 3200,5120 x 3200,12,4.5,0x8A5C,Yes,No,No,Yes with Intel® ME,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacb8c8478bae28f922799d,10th Generation Intel® Core™ i3 Processors,Products formerly Ice Lake,Mobile,i3-1005G1,Launched,Q3'19,10 nm,,2,4,1.20 GHz,3.40 GHz,4 MB Intel® Smart Cache,,15 W,No,,64 GB,"DDR4-3200, LPDDR4-3733",2,No,,3.0,,FCBGA1526,1,,100°C,Yes,Yes,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",,,Yes,Yes,4 GT/s,,,64-bit,,No,Yes,Yes,,No,,,50mm x 25mm,,Yes,,Intel® UHD Graphics,300 MHz,900 MHz,,eDP/DP/HDMI,Yes,,,,3,No,Yes,,,,,,,,,,,900 MHz,13 W,"Yes, at 120Hz",4096 x 2304,5120 x 3200,5120 x 3200,12,4.5,0x8A56,Yes,No,No,Yes with Intel® ME,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacb8ca478bae28f922799e,10th Generation Intel® Core™ i3 Processors,Products formerly Ice Lake,Mobile,i3-1000G1,Announced,Q3'19,10 nm,,2,4,1.10 GHz,3.20 GHz,4 MB Intel® Smart Cache,,9 W,No,,32 GB,LPDDR4-3733,2,No,,3.0,,,1,,100°C,Yes,Yes,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",,,Yes,Yes,4 GT/s,,,64-bit,,No,Yes,Yes,,No,58.3 GB/s,,26.5 mm x 18.5 mm,,Yes,,Intel® UHD Graphics,300 MHz,900 MHz,,eDP/DP/HDMI,Yes,,,,3,No,Yes,,,,,,,,,,,800 MHz,8 W,"Yes, at 120Hz",4096 x 2304,5120 x 3200,5120 x 3200,12,4.5,0x8A58,Yes,No,No,Yes with Intel® ME,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacb8cc478bae28f922799f,10th Generation Intel® Core™ i3 Processors,Products formerly Comet Lake,Mobile,i3-10110U,Launched,Q3'19,14 nm,,2,4,2.10 GHz,4.10 GHz,4 MB Intel® Smart Cache,,15 W,No,,64 GB,"DDR4-2666, LPDDR3-2133",2,No,,3.0,16,FCBGA1528,1,,100°C,,Yes,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,4 GT/s,,,64-bit,"1x4, 2x2, 1x2+2x1 and 4x1",No,Yes,Yes,,No,41.66 GB/s,,26mm x 24mm,,Yes,Yes,Intel® UHD Graphics,300 MHz,1.00 GHz,32 GB,eDP/DP/HDMI/DVI,Yes,,,Yes,3,No,Yes,,,,,Yes,,,Yes,2.60 GHz,25 W,800 MHz,10 W,"Yes, at 60Hz",4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,0x9B41,Yes,No,No,Yes with Intel® ME,Yes,Yes,23,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacb8cd478bae28f92279a0,10th Generation Intel® Core™ i3 Processors,Products formerly Amber Lake Y,Mobile,i3-10110Y,Launched,Q3'19,14 nm,,2,4,1.00 GHz,4.00 GHz,4 MB Intel® Smart Cache,,7 W,No,,16 GB,"LPDDR3-2133, DDR3L-1600",2,No,,3.0,10,UTFCBGA1377,1,,100,,,,2.0,Yes,Yes,Yes,Yes,Intel® SSE4.1,,Yes,Yes,Yes,4 GT/s,,,64-bit,"1x4, 2x2, 1x2+2x1 and 4x1",No,Yes,Yes,,No,33.33 GB/s,,26.5mm x 18.5mm,,Yes,Yes,Intel® UHD Graphics,300 MHz,1.00 GHz,16 GB,eDP/DP/HDMI/DVI,Yes,,,Yes,3,No,Yes,,,,,Yes,,,Yes,1.50 GHz,9 W,700 MHz,5.5 W,"Yes, at 60Hz",4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,12,4.5,0x87CA,Yes,No,No,Yes with Intel® ME,Yes,Yes,24,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacb8d1478bae28f92279a1,9th Generation Intel® Core™ i9 Processors,Products formerly Coffee Lake,Mobile,i9-9980HK,Launched,Q2'19,14 nm,,8,16,2.40 GHz,5.00 GHz,16 MB SmartCache,,45 W,No,,128 GB,"DDR4-2666, LPDDR3-2133",2,No,,3.0,16,FCBGA1440,1,,100°C,,Yes,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,8 GT/s DMI,,,64-bit,"Up to 1x16, 2x8, 1x8+2x4",No,Yes,Yes,,No,41.8 GB/s,,42mm x 28mm,,Yes,Yes,Intel® UHD Graphics 630,350 MHz,1.25 GHz,64 GB,eDP/DP/HDMI/DVI,Yes,Yes,,Yes,3,Yes,Yes,,,,,Yes,,,Yes,,,,,"Yes, at 60Hz",4096x2304@30Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,0x3E9B,Yes,Yes,No,Yes with Intel® ME,Yes,,,Yes,Yes,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
