Product Collection,Code Name,Vertical Segment,Processor Number,Status,Launch Date,Lithography,Included Items,# of Cores,# of Threads,Processor Base Frequency,Max Turbo Frequency,Cache,Intel® Turbo Boost Max Technology 3_0 Frequency ‡,TDP,Embedded Options Available,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported   ‡,Scalability,PCI Express Revision,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,Thermal Solution Specification,TJUNCTION,Intel® Deep Learning Boost (Intel® DL Boost),Intel® Optane™ Memory Supported ‡,Intel® Turbo Boost Max Technology 3_0 ‡,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® 64 ‡,Instruction Set Extensions,# of AVX-512 FMA Units,Enhanced Intel SpeedStep® Technology,Intel® AES New Instructions,Execute Disable Bit ‡,Recommended Customer Price,Bus Speed,# of QPI Links,Product Brief,Instruction Set,PCI Express Configurations ‡,Intel® vPro™ Platform Eligibility ‡,Intel® VT-x with Extended Page Tables (EPT) ‡,Idle States,Intel® Smart Response Technology,Intel® Trusted Execution Technology ‡,Max Memory Bandwidth,TCASE,Package Size,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Identity Protection Technology ‡,Processor Graphics ‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Video Max Memory,Graphics Output,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video HD Technology,# of Displays Supported ‡,Intel® TSX-NI,Secure Key,Anti-Theft Technology,VID Voltage Range,Description,Intel® My WiFi Technology,4G WiMAX Wireless Technology,Intel® Fast Memory Access,Intel® Flex Memory Access,Configurable TDP-up Frequency,Configurable TDP-up,Configurable TDP-down Frequency,Configurable TDP-down,4K Support,Max Resolution (HDMI 1_4)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,Device ID,Intel® Speed Shift Technology,Intel® Thermal Velocity Boost,Intel® Stable Image Platform Program (SIPP),Intel® Software Guard Extensions (Intel® SGX),Intel® OS Guard,Intel® Boot Guard,Execution Units,Intel® Clear Video Technology,Intel® Memory Protection Extensions (Intel® MPX),Max Resolution (VGA)‡,Use Conditions,eDRAM,Graphics Name‡,Compute Units,Graphics Memory Bandwidth,Graphics Memory Interface,Max Resolution (HDMI)‡,Vulkan*  Support,H_264 Hardware Encode/Decode,H_265 (HEVC) Hardware Encode/Decode,# of Displays Supported‡,Graphics Burst Frequency,Secure Boot,Intel® Virtualization Technology for Itanium (VT-i),Scenario Design Power (SDP),Additional Information URL,Expected Discontinuance,PCI Support,# of USB Ports,USB Revision,Total # of SATA Ports,Integrated LAN,Integrated IDE,General Purpose IO,UART,Max # of SATA 6_0 Gb/s Ports,Intel® ME Firmware Version,Intel® HD Audio Technology,Intel® Rapid Storage Technology,Intel® Smart Connect Technology,Low Halogen Options Available,Intel® Matrix Storage Technology,Macrovision* License Required,Physical Address Extensions,Processing Die Size,# of Processing Die Transistors,FSB Parity,Burst Frequency,Integrated Wireless‡,Maximum Memory Speed,Interfaces Supported,Operating Temperature Range,Intel® Smart Idle Technology,Processor Single Core Base Frequency,Single Core TDP,# of UPI Links,Intel® Volume Management Device (VMD),Intel® Run Sure Technology,Mode-based Execute Control (MBE),Intel® Optane™ DC Persistent Memory Supported,Intel® Speed Select technology - Performance Profile,Intel® Speed Select technology - Base Frequency,Intel® Resource Director Technology (Intel® RDT),Integrated Intel® Omni-Path Architecture (Intel® OPA),Intel® Instruction Replay Technology,Supported FSBs,Integrated Intel® QuickAssist Technology,Intel® Quiet System Technology,Bracket Height,Baseband Functions,RF Transceiver,RF Transceiver Functions,Protocol Stack,Max Refresh Rate,Intel® Quick Resume Technology,Intel® AC97 Technology,Intel® I/O Acceleration Technology
Legacy Intel® Core™ Processors,Products formerly Ivy Bridge,Desktop,i5-3350P,Discontinued,Q3'12,22 nm,,4,4,3.10 GHz,3.30 GHz,6 MB SmartCache,,69 W,No,View now,32.23 GB,DDR3 1333/1600,2,No,,3.0,,FCLGA1155,1,,,,,,2.0,No,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX",,Yes,Yes,Yes,,5 GT/s DMI,,,64-bit,"up to 1x16, 2x8, 1x8 & 2x4",No,Yes,Yes,,No,25.6 GB/s,67.4°C,37.5mm x 37.5mm,,Yes,Yes,,,,,,,,,,,No,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Core™ Processors,Products formerly Ivy Bridge,Desktop,i5-3340S,Discontinued,Q3'13,22 nm,,4,4,2.80 GHz,3.30 GHz,6 MB Intel® Smart Cache,,65 W,No,View now,32 GB,DDR3 1333/1600,2,No,,3.0,,FCLGA1155,1,2011C,,,,,2.0,No,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX",,Yes,Yes,Yes,$187.00,5 GT/s,,,64-bit,"up to 1x16, 2x8, 1x8 & 2x4",No,Yes,Yes,,No,25.6 GB/s,69.1°C,37.5mm x 37.5mm,,Yes,Yes,Intel® HD Graphics 2500,650 MHz,1.05 GHz,,,Yes,Yes,Yes,Yes,3,No,Yes,Yes,,,Yes,,,,,,,,,,,,,,0x152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Core™ Processors,Products formerly Ivy Bridge,Mobile,i5-3340M,Launched,Q1'13,22 nm,,2,4,2.70 GHz,3.40 GHz,3 MB Intel® Smart Cache,,35 W,No,View now,32 GB,DDR3/L/-RS 1333/1600,2,No,,3.0,16,"FCPGA988, FCBGA1023",1,,105 C,,,,2.0,Yes,Yes,Yes,Yes,Intel® AVX,,Yes,Yes,Yes,$225.00 - $227.00,5 GT/s,,,64-bit,"1x16, 2x8, 1x8 2x4",Yes,Yes,Yes,,Yes,25.6 GB/s,,37.5 x 37.5mm (rPGA988B); 31.0 x 24.0mm (BGA1023),No,Yes,Yes,Intel® HD Graphics 4000,650 MHz,1.25 GHz,,eDP/DP/HDMI/SDVO/CRT,Yes,Yes,Yes,Yes,3,,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,,,0x166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Core™ Processors,Products formerly Ivy Bridge,Desktop,i5-3340,Discontinued,Q3'13,22 nm,,4,4,3.10 GHz,3.30 GHz,6 MB Intel® Smart Cache,,77 W,No,View now,32 GB,DDR3 1333/1600,2,No,,3.0,,FCLGA1155,1,2011D,,,,,2.0,No,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX",,Yes,Yes,Yes,$182.00 - $187.00,5 GT/s,,,64-bit,"up to 1x16, 2x8, 1x8 & 2x4",No,Yes,Yes,,No,25.6 GB/s,67.4°C,37.5mm x 37.5mm,,Yes,Yes,Intel® HD Graphics 2500,650 MHz,1.05 GHz,,,Yes,Yes,Yes,Yes,3,No,Yes,Yes,,,Yes,,,,,,,,,,,,,,0x152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Core™ Processors,Products formerly Ivy Bridge,Mobile,i5-3339Y,Launched,Q1'13,22 nm,,2,4,1.50 GHz,2.00 GHz,3 MB,,13 W,No,View now,32 GB,DDR3/L/-RS 1333/1600,2,No,,,,FCBGA1023,1,,105 C,,,,2.0,Yes,Yes,Yes,Yes,Intel® AVX,,Yes,Yes,Yes,,5 GT/s,,,64-bit,,No,Yes,Yes,,No,25.6 GB/s,,31mm x 24mm,Yes,Yes,Yes,Intel® HD Graphics 4000,350 MHz,850 MHz,,eDP/DP/HDMI/SDVO/CRT,Yes,Yes,Yes,Yes,3,,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,,,0x166,,,,,,,,,,,,,,,,,,,,,,,,,7 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Core™ Processors,Products formerly Ivy Bridge,Mobile,i5-3337U,Launched,Q1'13,22 nm,,2,4,1.80 GHz,2.70 GHz,3 MB Intel® Smart Cache,,17 W,No,View now,32 GB,DDR3/L/-RS 1333/1600,2,No,,2.0,16,FCBGA1023,1,,105 C,,,,2.0,Yes,Yes,Yes,Yes,Intel® AVX,,Yes,Yes,Yes,$225.00,5 GT/s,,,64-bit,"1x16, 2x8, 1x8 2x4",No,Yes,Yes,,No,25.6 GB/s,,31mm x 24mm (BGA1023),No,Yes,Yes,Intel® HD Graphics 4000,350 MHz,1.10 GHz,,eDP/DP/HDMI/SDVO/CRT,Yes,Yes,Yes,Yes,3,,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,,,0x166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Core™ Processors,Products formerly Ivy Bridge,Desktop,i5-3330S,Discontinued,Q3'12,22 nm,,4,4,2.70 GHz,3.20 GHz,6 MB Intel® Smart Cache,,65 W,No,View now,32 GB,DDR3 1333/1600,2,No,,3.0,,FCLGA1155,1,2011C,,,,,2.0,No,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX",,Yes,Yes,Yes,,5 GT/s,,,64-bit,"up to 1x16, 2x8, 1x8 & 2x4",No,Yes,Yes,,No,25.6 GB/s,69.1°C,37.5mm x 37.5mm,,Yes,Yes,Intel® HD Graphics 2500,650 MHz,1.05 GHz,,,Yes,Yes,Yes,Yes,3,No,Yes,Yes,,,Yes,,,,,,,,,,,,,,0x152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Core™ Processors,Products formerly Ivy Bridge,Desktop,i5-3330,Discontinued,Q3'12,22 nm,,4,4,3.00 GHz,3.20 GHz,6 MB Intel® Smart Cache,,77 W,No,View now,32 GB,DDR3 1333/1600,2,No,,3.0,,FCLGA1155,1,2011D,,,,,2.0,No,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX",,Yes,Yes,Yes,$182.00 - $187.00,5 GT/s,,,64-bit,"up to 1x16, 2x8, 1x8 & 2x4",No,Yes,Yes,,No,25.6 GB/s,67.4°C,37.5mm x 37.5mm,,Yes,Yes,Intel® HD Graphics 2500,650 MHz,1.05 GHz,,,Yes,Yes,Yes,Yes,3,No,Yes,Yes,,,Yes,,,,,,,,,,,,,,0x152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Core™ Processors,Products formerly Ivy Bridge,Mobile,i5-3320M,Launched,Q2'12,22 nm,,2,4,2.60 GHz,3.30 GHz,3 MB Intel® Smart Cache,,35 W,No,View now,32 GB,DDR3/L/-RS 1333/1600,2,No,,3.0,16,"FCPGA988, FCBGA1023",1,,105 C,,,,2.0,Yes,Yes,Yes,Yes,Intel® AVX,,Yes,Yes,Yes,$225.00 - $227.00,5 GT/s,,,64-bit,"1x16, 2x8, 1x8 2x4",Yes,Yes,Yes,,Yes,25.6 GB/s,,37.5 x 37.5mm (rPGA988B); 31.0 x 24.0mm (BGA1023),No,Yes,Yes,Intel® HD Graphics 4000,650 MHz,1.20 GHz,,eDP/DP/HDMI/SDVO/CRT,Yes,Yes,Yes,Yes,3,,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,,,0x166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Core™ Processors,Products formerly Ivy Bridge,Mobile,i5-3317U,Launched,Q2'12,22 nm,,2,4,1.70 GHz,2.60 GHz,3 MB Intel® Smart Cache,,17 W,No,View now,32 GB,DDR3/L/-RS 1333/1600,2,No,,2.0,16,FCBGA1023,1,,105 C,,,,2.0,Yes,Yes,Yes,Yes,Intel® AVX,,Yes,Yes,Yes,$225.00,5 GT/s,,,64-bit,"1x16, 2x8, 1x8 2x4",No,Yes,Yes,,No,25.6 GB/s,,31.0mm x 24.0mm,No,Yes,Yes,Intel® HD Graphics 4000,350 MHz,1.05 GHz,,eDP/DP/HDMI/SDVO/CRT,Yes,Yes,Yes,Yes,3,,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,,,0x166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Core™ Processors,Products formerly Ivy Bridge,Mobile,i5-3230M,Launched,Q1'13,22 nm,,2,4,2.60 GHz,3.20 GHz,3 MB Intel® Smart Cache,,35 W,No,View now,32 GB,DDR3/L/-RS 1333/1600,2,No,,3.0,16,FCBGA1023,1,,105 C,,,,2.0,Yes,Yes,No,Yes,Intel® AVX,,Yes,Yes,Yes,,5 GT/s,,,64-bit,"1x16, 2x8, 1x8 2x4",No,Yes,Yes,,No,25.6 GB/s,,31mm x 24mm (BGA1023),No,Yes,Yes,Intel® HD Graphics 4000,650 MHz,1.10 GHz,,eDP/DP/HDMI/SDVO/CRT,Yes,Yes,Yes,Yes,3,,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,,,0x166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Core™ Processors,Products formerly Ivy Bridge,Mobile,i5-3230M,Launched,Q1'13,22 nm,,2,4,2.60 GHz,3.20 GHz,3 MB Intel® Smart Cache,,35 W,No,View now,32 GB,DDR3/L/-RS 1333/1600,2,No,,3.0,16,FCPGA988,1,,105 C,,,,2.0,Yes,Yes,No,Yes,Intel® AVX,,Yes,Yes,Yes,$225.00,5 GT/s,,,64-bit,"1x16, 2x8, 1x8 2x4",No,Yes,Yes,,No,25.6 GB/s,,37.5mm x 37.5mm (rPGA988B),No,Yes,Yes,Intel® HD Graphics 4000,650 MHz,1.10 GHz,,eDP/DP/HDMI/SDVO/CRT,Yes,Yes,Yes,Yes,3,,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,,,0x166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Core™ Processors,Products formerly Ivy Bridge,Mobile,i5-3210M,Launched,Q2'12,22 nm,,2,4,2.50 GHz,3.10 GHz,3 MB Intel® Smart Cache,,35 W,No,View now,32 GB,DDR3/L/-RS 1333/1600,2,No,,3.0,16,FCBGA1023,1,,105 C,,,,2.0,Yes,Yes,Yes,Yes,Intel® AVX,,Yes,Yes,Yes,$225.00,5 GT/s,,,64-bit,"1x16, 2x8, 1x8 2x4",No,Yes,Yes,,No,25.6 GB/s,,31.0 x 24.0mm (BGA1023),No,Yes,Yes,Intel® HD Graphics 4000,650 MHz,1.10 GHz,,eDP/DP/HDMI/SDVO/CRT,Yes,Yes,Yes,Yes,3,,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,,,0x166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Core™ Processors,Products formerly Ivy Bridge,Mobile,i5-3210M,Launched,Q2'12,22 nm,,2,4,2.50 GHz,3.10 GHz,3 MB Intel® Smart Cache,,35 W,No,View now,32 GB,DDR3/L/-RS 1333/1600,2,No,,3.0,16,FCPGA988,1,,105 C,,,,2.0,Yes,Yes,No,Yes,Intel® AVX,,Yes,Yes,Yes,$225.00,5 GT/s,,,64-bit,"1x16, 2x8, 1x8 2x4",No,Yes,Yes,,No,25.6 GB/s,,37.5 x 37.5mm (rPGA988B),No,Yes,Yes,Intel® HD Graphics 4000,650 MHz,1.10 GHz,,eDP/DP/HDMI/SDVO/CRT,Yes,Yes,Yes,Yes,3,,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,,,0x166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Core™ Processors,Products formerly Ivy Bridge,Desktop,i3-3250T,Discontinued,Q2'13,22 nm,,2,4,3.00 GHz,,3 MB Intel® Smart Cache,,35 W,No,View now,32 GB,DDR3 1333/1600,2,No,,2.0,,FCLGA1155,1,2011A,,,,,No,Yes,Yes,No,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX",,Yes,No,Yes,,5 GT/s,,,64-bit,"up to 1x16, 2x8, 1x8 & 2x4",No,Yes,Yes,,No,25.6 GB/s,65.0°C,37.5mm x 37.5mm,,Yes,Yes,Intel® HD Graphics 2500,650 MHz,1.05 GHz,,,Yes,Yes,Yes,Yes,3,,No,Yes,,,Yes,,,,,,,,,,,,,,0x152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Core™ Processors,Products formerly Ivy Bridge,Desktop,i3-3250,Discontinued,Q2'13,22 nm,,2,4,3.50 GHz,,3 MB Intel® Smart Cache,,55 W,No,View now,32 GB,DDR3 1333/1600,2,No,,2.0,,FCLGA1155,1,2011C,,,,,No,Yes,Yes,No,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX",,Yes,No,Yes,$117.00,5 GT/s,,,64-bit,"up to 1x16, 2x8, 1x8 & 2x4",No,Yes,Yes,,No,25.6 GB/s,65.3°C,37.5mm x 37.5mm,,Yes,Yes,Intel® HD Graphics 2500,650 MHz,1.05 GHz,,,Yes,Yes,Yes,Yes,3,,No,Yes,,,Yes,,,,,,,,,,,,,,0x152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Core™ Processors,Products formerly Ivy Bridge,Desktop,i3-3245,Discontinued,Q2'13,22 nm,,2,4,3.40 GHz,,3 MB Intel® Smart Cache,,55 W,No,View now,32 GB,DDR3 1333/1600,2,No,,2.0,,FCLGA1155,1,2011C,,,,,No,Yes,Yes,No,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX",,Yes,No,Yes,$144.00,5 GT/s,,,64-bit,"up to 1x16, 2x8, 1x8 & 2x4",No,Yes,Yes,,No,25.6 GB/s,65.3°C,37.5mm x 37.5mm,,Yes,Yes,Intel® HD Graphics 4000,650 MHz,1.05 GHz,,,Yes,Yes,Yes,Yes,3,,No,Yes,,,Yes,,,,,,,,,,,,,,0x152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Core™ Processors,Products formerly Ivy Bridge,Desktop,i3-3240T,Discontinued,Q3'12,22 nm,,2,4,2.90 GHz,,3 MB Intel® Smart Cache,,35 W,No,View now,32 GB,DDR3 1333/1600,2,No,,2.0,,FCLGA1155,1,2011A,,,,,No,Yes,Yes,No,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX",,Yes,No,Yes,$117.00,5 GT/s,,,64-bit,"up to 1x16, 2x8, 1x8 & 2x4",No,Yes,Yes,,No,25.6 GB/s,65.0°C,37.5mm x 37.5mm,,Yes,Yes,Intel® HD Graphics 2500,650 MHz,1.05 GHz,,,Yes,Yes,Yes,Yes,3,,No,Yes,,,Yes,,,,,,,,,,,,,,0x152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Core™ Processors,Products formerly Ivy Bridge,Desktop,i3-3240,Discontinued,Q3'12,22 nm,,2,4,3.40 GHz,,3 MB Intel® Smart Cache,,55 W,No,View now,32 GB,DDR3 1333/1600,2,No,,2.0,,FCLGA1155,1,2011C,,,,,No,Yes,Yes,No,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX",,Yes,No,Yes,$117.00,5 GT/s,,,64-bit,"up to 1x16, 2x8, 1x8 & 2x4",No,Yes,Yes,,No,25.6 GB/s,65.3°C,37.5mm x 37.5mm,,Yes,Yes,Intel® HD Graphics 2500,650 MHz,1.05 GHz,,,Yes,Yes,Yes,Yes,3,,No,Yes,,,Yes,,,,,,,,,,,,,,0x152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Core™ Processors,Products formerly Ivy Bridge,Mobile,i3-3229Y,Launched,Q1'13,22 nm,,2,4,1.40 GHz,,3 MB,,13 W,No,View now,32 GB,DDR3/L/-RS 1333/1600,2,No,,,,FCBGA1023,1,,105 C,,,,No,Yes,Yes,No,Yes,Intel® AVX,,Yes,Yes,Yes,,5 GT/s,,,64-bit,,No,Yes,Yes,,No,25.6 GB/s,,31mm x 24mm,No,Yes,Yes,Intel® HD Graphics 4000,350 MHz,850 MHz,,eDP/DP/HDMI/SDVO/CRT,Yes,Yes,Yes,Yes,3,,,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,,,0x166,,,,,,,,,,,,,,,,,,,,,,,,,7 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Core™ Processors,Products formerly Ivy Bridge,Mobile,i3-3227U,Launched,Q1'13,22 nm,,2,4,1.90 GHz,,3 MB Intel® Smart Cache,,17 W,No,View now,32 GB,DDR3/L/-RS 1333/1600,2,No,,2.0,16,FCBGA1023,1,,105 C,,,,No,Yes,Yes,No,Yes,Intel® AVX,,Yes,No,Yes,$225.00,5 GT/s,,,64-bit,"1x16, 2x8, 1x8 2x4",No,Yes,Yes,,No,25.6 GB/s,,31mm x 24mm (BGA1023),No,Yes,Yes,Intel® HD Graphics 4000,350 MHz,1.10 GHz,,eDP/DP/HDMI/SDVO/CRT,Yes,Yes,Yes,Yes,3,,,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,,,0x166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Core™ Processors,Products formerly Ivy Bridge,Desktop,i3-3225,Discontinued,Q3'12,22 nm,,2,4,3.30 GHz,,3 MB Intel® Smart Cache,,55 W,No,View now,32 GB,DDR3 1333/1600,2,No,,2.0,,FCLGA1155,1,2011C,,,,,No,Yes,Yes,No,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX",,Yes,No,Yes,$134.00,5 GT/s,,,64-bit,"up to 1x16, 2x8, 1x8 & 2x4",No,Yes,Yes,,No,25.6 GB/s,65.3°C,37.5mm x 37.5mm,,Yes,Yes,Intel® HD Graphics 4000,650 MHz,1.05 GHz,,,Yes,Yes,Yes,Yes,3,,No,Yes,,,Yes,,,,,,,,,,,,,,0x152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Core™ Processors,Products formerly Ivy Bridge,Desktop,i3-3220T,Discontinued,Q3'12,22 nm,,2,4,2.80 GHz,,3 MB Intel® Smart Cache,,35 W,No,View now,32 GB,DDR3 1333/1600,2,No,,2.0,,FCLGA1155,1,2011A,,,,,No,Yes,Yes,No,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX",,Yes,No,Yes,$117.00,5 GT/s,,,64-bit,"up to 1x16, 2x8, 1x8 & 2x4",No,Yes,Yes,,No,25.6 GB/s,65.0°C,37.5mm x 37.5mm,,Yes,Yes,Intel® HD Graphics 2500,650 MHz,1.05 GHz,,,Yes,Yes,Yes,Yes,3,,No,Yes,,,Yes,,,,,,,,,,,,,,0x152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Core™ Processors,Products formerly Ivy Bridge,Desktop,i3-3220,Discontinued,Q3'12,22 nm,,2,4,3.30 GHz,,3 MB Intel® Smart Cache,,55 W,Yes,View now,32 GB,DDR3 1333/1600,2,No,,2.0,,FCLGA1155,1,2011C,,,,,No,Yes,Yes,No,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX",,Yes,No,Yes,$112.00 - $117.00,5 GT/s,,,64-bit,"up to 1x16, 2x8, 1x8 & 2x4",No,Yes,Yes,,No,25.6 GB/s,65.3°C,37.5mm x 37.5mm,,Yes,Yes,Intel® HD Graphics 2500,650 MHz,1.05 GHz,,,Yes,Yes,Yes,Yes,3,,No,Yes,,,Yes,,,,,,,,,,,,,,0x152,,,,,,,,,,,PC/Client/Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Core™ Processors,Products formerly Ivy Bridge,Embedded,i3-3217UE,Launched,Q3'12,22 nm,,2,4,1.60 GHz,,3 MB Intel® Smart Cache,,17 W,Yes,View now,16 GB,DDR3/DDR3L 1333/1600,2,Yes,,2.0,1,FCBGA1023,1,,105°C,,,,No,Yes,Yes,No,Yes,Intel® AVX,,Yes,No,Yes,$221.00,5 GT/s,,,64-bit,1x16 2x8 1x8 2x4,No,Yes,Yes,,No,25.6 GB/s,,31mm x 24mm,No,Yes,Yes,Intel® HD Graphics 4000,350 MHz,900 MHz,,eDP/DP/HDMI/SDVO/CRT,Yes,Yes,Yes,Yes,3,,,No,,,Yes,No,Yes,Yes,,,,,,,,,,,,,,,,,,,No,,,"Embedded Broad Market Commercial Temp, PC/Client/Tablet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Core™ Processors,Products formerly Ivy Bridge,Mobile,i3-3217U,Launched,Q2'12,22 nm,,2,4,1.80 GHz,,3 MB Intel® Smart Cache,,17 W,No,View now,32 GB,DDR3/L/-RS 1333/1600,2,No,,2.0,16,FCBGA1023,1,,105 C,,,,No,Yes,Yes,No,Yes,Intel® AVX,,Yes,No,Yes,$225.00,5 GT/s,,,64-bit,"1x16, 2x8, 1x8 2x4",No,Yes,Yes,,No,25.6 GB/s,,31mm x 24mm,No,Yes,Yes,Intel® HD Graphics 4000,350 MHz,1.05 GHz,,eDP/DP/HDMI/SDVO/CRT,Yes,Yes,Yes,Yes,3,,,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,,,0x166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
